player,player_id,season,posteam,full_player_name,position
A.Abdullah,32013030-2d30-3033-3231-3034b84feb82,2015,DET,Ameer Abdullah,RB
A.Abdullah,32013030-2d30-3033-3231-3034b84feb82,2016,DET,Ameer Abdullah,RB
A.Abdullah,32013030-2d30-3033-3231-3034b84feb82,2017,DET,Ameer Abdullah,RB
A.Abdullah,32013030-2d30-3033-3231-3034b84feb82,2018,DET,Ameer Abdullah,RB
A.Abdullah,32013030-2d30-3033-3231-3034b84feb82,2018,MIN,Ameer Abdullah,RB
A.Abdullah,32013030-2d30-3033-3231-3034b84feb82,2019,MIN,Ameer Abdullah,RB
A.Allen,32013030-2d30-3032-3831-36336308f66a,2012,BAL,Anthony Allen,RB
A.Allen,32013030-2d30-3032-3835-3635b6007d86,2011,CHI,Armando Allen,RB
A.Allen,32013030-2d30-3032-3835-3635b6007d86,2012,CHI,Armando Allen,RB
A.Andrews,32013030-2d30-3033-3037-3839867effd5,2014,TEN,Antonio Andrews,RB
A.Andrews,32013030-2d30-3033-3037-3839867effd5,2015,TEN,Antonio Andrews,RB
A.Armah,32013030-2d30-3033-3332-3936a29f674a,2018,CAR,Alex Armah,FB
A.Armah,32013030-2d30-3033-3332-3936a29f674a,2019,CAR,Alex Armah,FB
A.Armstrong,32013030-2d30-3032-3634-3635b54d1cb0,2011,WAS,Anthony Armstrong,WR
A.Armstrong,32013030-2d30-3032-3634-3635b54d1cb0,2012,MIA,Anthony Armstrong,WR
A.Arrington,32013030-2d30-3032-3633-37372f0b8fa8,2011,NO,Adrian Arrington,WR
A.Auclair,32013030-2d30-3033-3334-32316f697616,2017,TB,Antony Auclair,TE
A.Auclair,32013030-2d30-3033-3334-32316f697616,2018,TB,Antony Auclair,TE
A.Auclair,32013030-2d30-3033-3334-32316f697616,2019,TB,Antony Auclair,TE
A.Battle,32013030-2d30-3032-3230-363437f62ea4,2011,PIT,Arnaz Battle,WR
A.Becht,32013030-2d30-3031-3934-3537d06e129d,2011,KC,Anthony Becht,TE
A.Beck,32013030-2d30-3033-3439-3539fde9fa50,2019,DEN,Andrew Beck,TE
A.Benn,32013030-2d30-3032-3736-3534e1a99468,2011,TB,Arrelious Benn,WR
A.Benn,32013030-2d30-3032-3736-3534e1a99468,2012,TB,Arrelious Benn,WR
A.Benn,32013030-2d30-3032-3736-3534e1a99468,2016,JAX,Arrelious Benn,WR
A.Benn,32013030-2d30-3032-3736-3534e1a99468,2017,JAX,Arrelious Benn,WR
A.Binns,32013030-2d30-3032-3834-303014dffc1c,2012,CIN,Armon Binns,WR
A.Binns,32013030-2d30-3032-3834-303014dffc1c,2012,MIA,Armon Binns,WR
A.Blake,32013030-2d30-3032-3930-3530828fa13a,2014,PIT,Antwon Blake,DB
A.Blue,32013030-2d30-3033-3130-3735f9bae15f,2014,HOU,Alfred Blue,RB
A.Blue,32013030-2d30-3033-3130-3735f9bae15f,2015,HOU,Alfred Blue,RB
A.Blue,32013030-2d30-3033-3130-3735f9bae15f,2016,HOU,Alfred Blue,RB
A.Blue,32013030-2d30-3033-3130-3735f9bae15f,2017,HOU,Alfred Blue,RB
A.Blue,32013030-2d30-3033-3130-3735f9bae15f,2018,HOU,Alfred Blue,RB
A.Boldin,32013030-2d30-3032-3230-38343770790e,2011,BAL,Anquan Boldin,WR
A.Boldin,32013030-2d30-3032-3230-38343770790e,2012,BAL,Anquan Boldin,WR
A.Boldin,32013030-2d30-3032-3230-38343770790e,2013,SF,Anquan Boldin,WR
A.Boldin,32013030-2d30-3032-3230-38343770790e,2014,SF,Anquan Boldin,WR
A.Boldin,32013030-2d30-3032-3230-38343770790e,2015,SF,Anquan Boldin,WR
A.Boldin,32013030-2d30-3032-3230-38343770790e,2016,DET,Anquan Boldin,WR
A.Bradshaw,32013030-2d30-3032-3536-33375c8435f2,2011,NYG,Ahmad Bradshaw,RB
A.Bradshaw,32013030-2d30-3032-3536-33375c8435f2,2012,NYG,Ahmad Bradshaw,RB
A.Bradshaw,32013030-2d30-3032-3536-33375c8435f2,2013,IND,Ahmad Bradshaw,RB
A.Bradshaw,32013030-2d30-3032-3536-33375c8435f2,2014,IND,Ahmad Bradshaw,RB
A.Bradshaw,32013030-2d30-3032-3536-33375c8435f2,2015,IND,Ahmad Bradshaw,RB
A.Brown,32013030-2d30-3032-3730-3934551d8d0c,2012,NYG,Andre Brown,RB
A.Brown,32013030-2d30-3032-3730-3934551d8d0c,2013,NYG,Andre Brown,RB
A.Brown,32013030-2d30-3032-3731-323975915d96,2011,DET,Aaron Brown,RB
A.Brown,32013030-2d30-3032-3737-393324cab550,2011,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2012,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2013,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2014,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2015,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2016,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2017,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2018,PIT,Antonio Brown,WR
A.Brown,32013030-2d30-3032-3737-393324cab550,2019,NE,Antonio Brown,WR
A.Brown,32013030-2d30-3033-3536-3736617676fa,2019,TEN,AJ Brown,WR
A.Burbridge,32013030-2d30-3033-3234-34313fd06baf,2016,SF,Aaron Burbridge,WR
A.Caldwell,32013030-2d30-3032-3632-3337d0ecaeae,2011,CIN,Andre Caldwell,WR
A.Caldwell,32013030-2d30-3032-3632-3337d0ecaeae,2012,DEN,Andre Caldwell,WR
A.Caldwell,32013030-2d30-3032-3632-3337d0ecaeae,2013,DEN,Andre Caldwell,WR
A.Caldwell,32013030-2d30-3032-3632-3337d0ecaeae,2014,DEN,Andre Caldwell,WR
A.Caldwell,32013030-2d30-3032-3632-3337d0ecaeae,2015,DEN,Andre Caldwell,WR
A.Callaway,32013030-2d30-3033-3437-3732a8baa413,2018,CLE,Antonio Callaway,WR
A.Callaway,32013030-2d30-3033-3437-3732a8baa413,2019,CLE,Antonio Callaway,WR
A.Carr,32013030-2d30-3033-3333-38323799c5fa,2018,NO,Austin Carr,WR
A.Carr,32013030-2d30-3033-3333-38323799c5fa,2019,NO,Austin Carr,WR
A.Castonzo,32013030-2d30-3032-3739-363035ad1bdc,2014,IND,Anthony Castonzo,OL
A.Cleveland,32013030-2d30-3033-3038-3332c579ac57,2014,SF,Asante Cleveland,TE
A.Cleveland,32013030-2d30-3033-3038-3332c579ac57,2015,NE,Asante Cleveland,TE
A.Collie,32013030-2d30-3032-3730-393273bb2101,2011,IND,Austin Collie,WR
A.Collie,32013030-2d30-3032-3730-393273bb2101,2012,IND,Austin Collie,WR
A.Collie,32013030-2d30-3032-3730-393273bb2101,2013,NE,Austin Collie,WR
A.Collins,32013030-2d30-3033-3234-323612f9dc9b,2016,SEA,Alex Collins,RB
A.Collins,32013030-2d30-3033-3234-323612f9dc9b,2017,BAL,Alex Collins,RB
A.Collins,32013030-2d30-3033-3234-323612f9dc9b,2018,BAL,Alex Collins,RB
A.Cooper,32013030-2d30-3033-3135-3434ca99a9bc,2015,LV,Amari Cooper,WR
A.Cooper,32013030-2d30-3033-3135-3434ca99a9bc,2016,LV,Amari Cooper,WR
A.Cooper,32013030-2d30-3033-3135-3434ca99a9bc,2017,LV,Amari Cooper,WR
A.Cooper,32013030-2d30-3033-3135-3434ca99a9bc,2018,DAL,Amari Cooper,WR
A.Cooper,32013030-2d30-3033-3135-3434ca99a9bc,2018,LV,Amari Cooper,WR
A.Cooper,32013030-2d30-3033-3135-3434ca99a9bc,2019,DAL,Amari Cooper,WR
A.Cromartie,32013030-2d30-3032-3432-33342eb0ea7d,2012,NYJ,Antonio Cromartie,DB
A.Cross,32013030-2d30-3033-3237-343594c26640,2016,TB,Alan Cross,TE
A.Cross,32013030-2d30-3033-3237-343594c26640,2017,TB,Alan Cross,TE
A.Cross,32013030-2d30-3033-3237-343594c26640,2018,TB,Alan Cross,TE
A.Dalton,32013030-2d30-3032-3739-37334d29528c,2011,CIN,Andy Dalton,QB
A.Dalton,32013030-2d30-3032-3739-37334d29528c,2014,CIN,Andy Dalton,QB
A.Dalton,32013030-2d30-3032-3739-37334d29528c,2019,CIN,Andy Dalton,QB
A.Darboh,32013030-2d30-3033-3339-33377fdb6fb4,2017,SEA,Amara Darboh,WR
A.Derby,32013030-2d30-3033-3136-30398e87fa72,2016,DEN,AJ Derby,TE
A.Derby,32013030-2d30-3033-3136-30398e87fa72,2017,DEN,AJ Derby,TE
A.Derby,32013030-2d30-3033-3136-30398e87fa72,2017,MIA,AJ Derby,TE
A.Derby,32013030-2d30-3033-3136-30398e87fa72,2018,MIA,AJ Derby,TE
A.Dixon,32013030-2d30-3032-3737-37326a9eb7b1,2011,SF,Anthony Dixon,RB
A.Dixon,32013030-2d30-3032-3737-37326a9eb7b1,2013,SF,Anthony Dixon,RB
A.Dixon,32013030-2d30-3032-3737-37326a9eb7b1,2014,BUF,Anthony Dixon,RB
A.Dixon,32013030-2d30-3032-3737-37326a9eb7b1,2015,BUF,Anthony Dixon,RB
A.Dobson,32013030-2d30-3033-3035-3430833c6c6b,2013,NE,Aaron Dobson,WR
A.Dobson,32013030-2d30-3033-3035-3430833c6c6b,2014,NE,Aaron Dobson,WR
A.Dobson,32013030-2d30-3033-3035-3430833c6c6b,2015,NE,Aaron Dobson,WR
A.Dulin,32013030-2d30-3033-3530-32318bcae2be,2019,IND,Ashton Dulin,WR
A.Edwards,32013030-2d30-3032-3736-39325eed10ba,2012,CAR,Armanti Edwards,WR
A.Edwards,32013030-2d30-3032-3736-39325eed10ba,2013,CAR,Armanti Edwards,WR
A.Edwards,32013030-2d30-3032-3736-39325eed10ba,2013,CLE,Armanti Edwards,WR
A.Ekeler,32013030-2d30-3033-3336-39396b8ab7d5,2017,LAC,Austin Ekeler,RB
A.Ekeler,32013030-2d30-3033-3336-39396b8ab7d5,2018,LAC,Austin Ekeler,RB
A.Ekeler,32013030-2d30-3033-3336-39396b8ab7d5,2019,LAC,Austin Ekeler,RB
A.Ellington,32013030-2d30-3033-3032-3837e889941b,2013,ARI,Andre Ellington,RB
A.Ellington,32013030-2d30-3033-3032-3837e889941b,2014,ARI,Andre Ellington,RB
A.Ellington,32013030-2d30-3033-3032-3837e889941b,2015,ARI,Andre Ellington,RB
A.Ellington,32013030-2d30-3033-3032-3837e889941b,2016,ARI,Andre Ellington,RB
A.Ellington,32013030-2d30-3033-3032-3837e889941b,2017,ARI,Andre Ellington,RB
A.Ellington,32013030-2d30-3033-3032-3837e889941b,2017,HOU,Andre Ellington,RB
A.Ellis,32013030-2d30-3033-3238-3634724912fc,2016,JAX,Alex Ellis,TE
A.Erickson,32013030-2d30-3033-3235-3433374bea4b,2016,CIN,Alex Erickson,WR
A.Erickson,32013030-2d30-3033-3235-3433374bea4b,2017,CIN,Alex Erickson,WR
A.Erickson,32013030-2d30-3033-3235-3433374bea4b,2018,CIN,Alex Erickson,WR
A.Erickson,32013030-2d30-3033-3235-3433374bea4b,2019,CIN,Alex Erickson,WR
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2011,MIA,Anthony Fasano,TE
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2012,MIA,Anthony Fasano,TE
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2013,KC,Anthony Fasano,TE
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2014,KC,Anthony Fasano,TE
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2015,TEN,Anthony Fasano,TE
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2016,TEN,Anthony Fasano,TE
A.Fasano,32013030-2d30-3032-3432-3638b9992f34,2017,MIA,Anthony Fasano,TE
A.Firkser,32013030-2d30-3033-3334-3535f4be2829,2018,TEN,Anthony Firkser,TE
A.Firkser,32013030-2d30-3033-3334-3535f4be2829,2019,TEN,Anthony Firkser,TE
A.Foster,32013030-2d30-3032-3637-3936506d4e12,2011,HOU,Arian Foster,RB
A.Foster,32013030-2d30-3032-3637-3936506d4e12,2012,HOU,Arian Foster,RB
A.Foster,32013030-2d30-3032-3637-3936506d4e12,2013,HOU,Arian Foster,RB
A.Foster,32013030-2d30-3032-3637-3936506d4e12,2014,HOU,Arian Foster,RB
A.Foster,32013030-2d30-3032-3637-3936506d4e12,2015,HOU,Arian Foster,RB
A.Foster,32013030-2d30-3032-3637-3936506d4e12,2016,MIA,Arian Foster,RB
A.Gardner,32013030-2d30-3032-3639-323964a49960,2012,HOU,Andrew Gardner,OL
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2011,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2012,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2013,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2014,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2015,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2016,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2017,LAC,Antonio Gates,TE
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,2018,LAC,Antonio Gates,TE
A.Gonzalez,32013030-2d30-3032-3534-313997343fd7,2011,IND,Anthony Gonzalez,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2011,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2012,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2013,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2014,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2015,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2016,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2017,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3739-3432de086283,2018,CIN,AJ Green,WR
A.Green,32013030-2d30-3032-3830-3334e718860a,2011,GB,Alex Green,RB
A.Green,32013030-2d30-3032-3830-3334e718860a,2012,GB,Alex Green,RB
A.Green,32013030-2d30-3032-3830-3334e718860a,2013,NYJ,Alex Green,RB
A.Hall,32013030-2d30-3032-3434-38397cfe32a4,2011,TEN,Ahmard Hall,FB
A.Harris,32013030-2d30-3033-3138-33306a7efa61,2015,GB,Al Harris,DB
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,2011,CIN,Andrew Hawkins,WR
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,2012,CIN,Andrew Hawkins,WR
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,2013,CIN,Andrew Hawkins,WR
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,2014,CLE,Andrew Hawkins,WR
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,2015,CLE,Andrew Hawkins,WR
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,2016,CLE,Andrew Hawkins,WR
A.Hernandez,32013030-2d30-3032-3737-31332ef5e9c2,2011,NE,Aaron Hernandez,TE
A.Hernandez,32013030-2d30-3032-3737-31332ef5e9c2,2012,NE,Aaron Hernandez,TE
A.Hill,32013030-2d30-3032-3639-30383286358a,2011,IND,Anthony Hill,TE
A.Hollins,32013030-2d30-3033-3531-30344078bbea,2019,MIN,Alexander Hollins,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2012,DAL,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2013,LV,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2014,LV,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2015,LV,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2016,LV,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2017,BUF,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2018,BUF,Andre Holmes,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,2018,DEN,Andre Holmes,WR
A.Hooper,32013030-2d30-3033-3233-39328d4eeab0,2016,ATL,Austin Hooper,TE
A.Hooper,32013030-2d30-3033-3233-39328d4eeab0,2017,ATL,Austin Hooper,TE
A.Hooper,32013030-2d30-3033-3233-39328d4eeab0,2018,ATL,Austin Hooper,TE
A.Hooper,32013030-2d30-3033-3233-39328d4eeab0,2019,ATL,Austin Hooper,TE
A.Humphries,32013030-2d30-3033-3230-30396f0c2958,2015,TB,Adam Humphries,WR
A.Humphries,32013030-2d30-3033-3230-30396f0c2958,2016,TB,Adam Humphries,WR
A.Humphries,32013030-2d30-3033-3230-30396f0c2958,2017,TB,Adam Humphries,WR
A.Humphries,32013030-2d30-3033-3230-30396f0c2958,2018,TB,Adam Humphries,WR
A.Humphries,32013030-2d30-3033-3230-30396f0c2958,2019,TEN,Adam Humphries,WR
A.Hunt,32013030-2d30-3033-3137-34337a0ae7c6,2015,HOU,Akeem Hunt,RB
A.Hunt,32013030-2d30-3033-3137-34337a0ae7c6,2016,HOU,Akeem Hunt,RB
A.Hunt,32013030-2d30-3033-3137-34337a0ae7c6,2017,KC,Akeem Hunt,RB
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,2014,JAX,Allen Hurns,WR
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,2015,JAX,Allen Hurns,WR
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,2016,JAX,Allen Hurns,WR
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,2017,JAX,Allen Hurns,WR
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,2018,DAL,Allen Hurns,WR
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,2019,MIA,Allen Hurns,WR
A.Ingold,32013030-2d30-3033-3531-32352ac54f8f,2019,LV,Alec Ingold,FB
A.Isabella,32013030-2d30-3033-3535-3237a22ee4c7,2019,ARI,Andy Isabella,WR
A.Jackson,32013030-2d30-3033-3338-3738445ca209,2017,TEN,Adoree Jackson,DB
A.Janovich,32013030-2d30-3033-3239-353644b7daaf,2016,DEN,Andy Janovich,FB
A.Janovich,32013030-2d30-3033-3239-353644b7daaf,2017,DEN,Andy Janovich,FB
A.Janovich,32013030-2d30-3033-3239-353644b7daaf,2018,DEN,Andy Janovich,FB
A.Janovich,32013030-2d30-3033-3239-353644b7daaf,2019,DEN,Andy Janovich,FB
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2012,CHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2013,CHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2014,CHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2015,CHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2016,CHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2017,PHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2018,PHI,Alshon Jeffery,WR
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,2019,PHI,Alshon Jeffery,WR
A.Jenkins,32013030-2d30-3032-3936-353460c6dd25,2012,SF,AJ Jenkins,WR
A.Jenkins,32013030-2d30-3032-3936-353460c6dd25,2013,KC,AJ Jenkins,WR
A.Jenkins,32013030-2d30-3032-3936-353460c6dd25,2014,KC,AJ Jenkins,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,2011,HOU,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,2012,HOU,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,2013,HOU,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,2014,HOU,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,2015,IND,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,2016,TEN,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3937-3239ecbc3217,2014,NO,Austin Johnson,FB
A.Johnson,32013030-2d30-3032-3937-3239ecbc3217,2015,NO,Austin Johnson,FB
A.Jones,32013030-2d30-3033-3237-303771d93c95,2018,DET,Andy Jones,WR
A.Jones,32013030-2d30-3033-3332-3933ed82c0de,2017,GB,Aaron Jones,RB
A.Jones,32013030-2d30-3033-3332-3933ed82c0de,2018,GB,Aaron Jones,RB
A.Jones,32013030-2d30-3033-3332-3933ed82c0de,2019,GB,Aaron Jones,RB
A.Kamara,32013030-2d30-3033-3339-3036f296898c,2017,NO,Alvin Kamara,RB
A.Kamara,32013030-2d30-3033-3339-3036f296898c,2018,NO,Alvin Kamara,RB
A.Kamara,32013030-2d30-3033-3339-3036f296898c,2019,NO,Alvin Kamara,RB
A.Lazard,32013030-2d30-3033-3435-323139d34fef,2018,GB,Allen Lazard,WR
A.Lazard,32013030-2d30-3033-3435-323139d34fef,2019,GB,Allen Lazard,WR
A.Lewis,32013030-2d30-3033-3234-3037b0fdf508,2016,BAL,Alex Lewis,OL
A.Luck,32013030-2d30-3032-3936-363868835ca0,2018,IND,Andrew Luck,QB
A.Mack,32013030-2d30-3032-3639-3937429253e1,2011,CLE,Alex Mack,OL
A.Mattison,32013030-2d30-3033-3439-373266fec4d2,2019,MIN,Alexander Mattison,RB
A.McCoy,32013030-2d30-3032-3737-3833b24230b7,2011,SEA,Anthony McCoy,TE
A.McCoy,32013030-2d30-3032-3737-3833b24230b7,2012,SEA,Anthony McCoy,TE
A.Miller,32013030-2d30-3033-3433-3533e3a58e3c,2018,CHI,Anthony Miller,WR
A.Miller,32013030-2d30-3033-3433-3533e3a58e3c,2019,CHI,Anthony Miller,WR
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2012,WAS,Alfred Morris,RB
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2013,WAS,Alfred Morris,RB
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2014,WAS,Alfred Morris,RB
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2015,WAS,Alfred Morris,RB
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2016,DAL,Alfred Morris,RB
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2017,DAL,Alfred Morris,RB
A.Morris,32013030-2d30-3032-3931-34313699cd9e,2018,SF,Alfred Morris,RB
A.Patton,32013030-2d30-3033-3337-3035fe38957b,2019,LAC,Andre Patton,WR
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2011,MIN,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2012,MIN,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2013,MIN,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2014,MIN,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2015,MIN,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2016,MIN,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2017,ARI,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2017,NO,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2018,WAS,Adrian Peterson,RB
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,2019,WAS,Adrian Peterson,RB
A.Pettis,32013030-2d30-3032-3830-3136291043f4,2011,LA,Austin Pettis,WR
A.Pettis,32013030-2d30-3032-3830-3136291043f4,2012,LA,Austin Pettis,WR
A.Pettis,32013030-2d30-3032-3830-3136291043f4,2013,LA,Austin Pettis,WR
A.Pettis,32013030-2d30-3032-3830-3136291043f4,2014,LA,Austin Pettis,WR
A.Quarless,32013030-2d30-3032-3737-35338a776633,2011,GB,Andrew Quarless,TE
A.Quarless,32013030-2d30-3032-3737-35338a776633,2013,GB,Andrew Quarless,TE
A.Quarless,32013030-2d30-3032-3737-35338a776633,2014,GB,Andrew Quarless,TE
A.Quarless,32013030-2d30-3032-3737-35338a776633,2015,GB,Andrew Quarless,TE
A.Reisner,32013030-2d30-3032-3832-3637287b5559,2011,MIN,Allen Reisner,TE
A.Reisner,32013030-2d30-3032-3832-3637287b5559,2012,MIN,Allen Reisner,TE
A.Reisner,32013030-2d30-3032-3832-3637287b5559,2013,JAX,Allen Reisner,TE
A.Ripkowski,32013030-2d30-3033-3136-313277143c71,2015,GB,Aaron Ripkowski,FB
A.Ripkowski,32013030-2d30-3033-3136-313277143c71,2016,GB,Aaron Ripkowski,FB
A.Ripkowski,32013030-2d30-3033-3136-313277143c71,2017,GB,Aaron Ripkowski,FB
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2011,ARI,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2012,ARI,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2013,ARI,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2014,WAS,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2015,WAS,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2016,DET,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2017,ATL,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2018,NYJ,Andre Roberts,WR
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,2019,BUF,Andre Roberts,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,2012,WAS,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,2013,WAS,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,2014,WAS,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,2016,ATL,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,2017,SF,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,2018,MIN,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3932-3831357eb6cf,2014,NYG,Adrien Robinson,TE
A.Robinson,32013030-2d30-3033-3134-3238120ea790,2014,JAX,Allen Robinson,WR
A.Robinson,32013030-2d30-3033-3134-3238120ea790,2015,JAX,Allen Robinson,WR
A.Robinson,32013030-2d30-3033-3134-3238120ea790,2016,JAX,Allen Robinson,WR
A.Robinson,32013030-2d30-3033-3134-3238120ea790,2017,JAX,Allen Robinson,WR
A.Robinson,32013030-2d30-3033-3134-3238120ea790,2018,CHI,Allen Robinson,WR
A.Robinson,32013030-2d30-3033-3134-3238120ea790,2019,CHI,Allen Robinson,WR
A.Rodgers,32013030-2d30-3032-3334-35395dc60da5,2012,GB,Aaron Rodgers,QB
A.Sanders,32013030-2d30-3033-3035-353095e6d7a9,2013,JAX,Ace Sanders,WR
A.Sanders,32013030-2d30-3033-3035-353095e6d7a9,2014,JAX,Ace Sanders,WR
A.Seferian-Jenkins,32013030-2d30-3033-3134-313884d0f888,2014,TB,Austin Seferian-Jenkins,TE
A.Seferian-Jenkins,32013030-2d30-3033-3134-313884d0f888,2015,TB,Austin Seferian-Jenkins,TE
A.Seferian-Jenkins,32013030-2d30-3033-3134-313884d0f888,2016,NYJ,Austin Seferian-Jenkins,TE
